id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
S829706,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,248,vil,2019-07-04T01:09:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,138074.0,829706.0,Hail,41.827128878772939,-108.74640710542076,45.593252131380346,-104.47128515756748,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S833802,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,271,vil,2019-08-05T18:05:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138665.0,833802.0,Hail,43.434953777688186,-95.946200169314551,46.710628034585334,-90.795945372678815,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S834445,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,496,vil,2019-08-08T02:10:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138769.0,834445.0,Hail,37.509785362362656,-105.76721049681088,41.167090500405777,-101.58386877274485,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S841230,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,113,vil,2019-07-14T23:05:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139216.0,841230.0,Hail,45.6356836015409,-112.80338921327049,49.547963339123278,-108.54503997090904,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S824719,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,309,vil,2019-07-04T21:50:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137379.0,824719.0,Hail,37.616772518757358,-106.80599688784768,41.310214515831312,-102.67026314912243,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S845071,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,268,vil,2019-09-13T00:40:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140605.0,845071.0,Hail,38.735865045713787,-105.76025240002194,42.393730708612146,-101.50568868015525,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,148.0,0.0
S846223,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,368,vil,2019-07-25T18:20:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140771.0,846223.0,Hail,24.525778136784574,-82.4215400996156,27.302679319976281,-78.0391505729184,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S854288,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,166,vil,2019-08-25T01:45:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,142271.0,854288.0,Hail,36.023592364251115,-103.74185587978128,39.608916420343618,-99.540815633629208,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S849169,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,454,vil,2019-08-13T00:35:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141397.0,849169.0,Hail,46.037685178220251,-103.87318776868484,49.635741385630254,-98.967044178301123,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S857362,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,538,vil,2019-09-24T00:25:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,142884.0,857362.0,Hail,32.652264830849688,-116.01005175398492,36.628335438418908,-112.53705627329269,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S832019,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,530,vil,2019-07-02T20:45:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138384.0,832019.0,Hail,42.885973538579023,-107.98600882579538,46.628186459395543,-103.5943468922617,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S837651,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,51,vil,2019-07-09T23:20:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139266.0,837651.0,Hail,41.219068798148129,-103.14286805953205,44.783507094013892,-98.581830097481287,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848532,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,336,vil,2019-08-03T20:50:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141260.0,848532.0,Hail,43.204658496746767,-90.766551180605617,46.251952608526992,-85.356757599004027,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.82829551091269837
S842645,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,278,vil,2019-08-01T19:09:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,140060.0,842645.0,Hail,46.080509293957121,-105.77377256125395,49.7504286322513,-100.99151288533228,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S832790,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,357,vil,2019-07-25T20:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138521.0,832790.0,Hail,47.054793065532152,-97.31572614273766,50.386646972218564,-91.8790286283414,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S852247,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,534,vil,2019-09-12T02:09:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,141961.0,852247.0,Hail,38.936732770642131,-104.18026124185928,42.538158413282282,-99.82953943532732,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S848919,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,190,vil,2019-08-17T07:30:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141028.0,848919.0,Hail,39.786025058293923,-90.311018423776133,42.823899390157116,-85.19892877166599,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S831768,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,506,vil,2019-07-02T01:03:00Z,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,138322.0,831768.0,Hail,40.177279105582826,-107.05876271866349,43.882266663733532,-102.78817100494992,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S827290,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,63,vil,2019-07-01T23:45:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137707.0,827290.0,Hail,44.65542254394169,-109.88805502700262,48.467790683966619,-105.49583964240843,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S833434,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,249,vil,2019-08-03T21:19:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,138618.0,833434.0,Hail,32.271751683583133,-108.76079452735519,36.028500366688277,-104.96921949098022,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.75510204081632648
S834458,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,112,vil,2019-07-30T00:34:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,138774.0,834458.0,Hail,40.3660573270079,-105.35119470514552,44.010858657758064,-100.97270395995831,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S852507,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,402,vil,2019-08-01T20:56:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,142015.0,852507.0,Hail,33.801818824260323,-84.174607727854919,36.5903231808886,-79.277599143772449,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S842779,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,123,vil,2019-07-01T21:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140085.0,842779.0,Hail,41.92031763034587,-97.3960249315422,45.258337161017408,-92.461281335736771,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.040816326530612235
S847132,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,4,vil,2019-08-01T03:00:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140993.0,847132.0,Hail,36.488675053368723,-97.68681972840136,39.845448901386405,-93.171605766262488,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S851230,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,252,vil,2019-08-31T00:10:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,141807.0,851230.0,Hail,35.973198193020117,-106.8402136369855,39.666848176995742,-102.79257404884295,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S847775,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,184,vil,2019-08-05T21:47:00Z,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,141094.0,847775.0,Hail,42.735381431153456,-94.475460417160221,45.9488643057374,-89.309481821608259,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S842784,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,360,vil,2019-07-03T16:44:00Z,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,140086.0,842784.0,Hail,41.910772197842149,-99.642680101690885,45.339935553606026,-94.832538305590916,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
S842658,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,398,vil,2019-08-03T22:55:00Z,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,140061.0,842658.0,Hail,44.4385749371641,-105.43165089595593,48.092355107548329,-100.76353626370896,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.36734693877551022
S843941,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0701_1231.h5,148,vil,2019-07-02T21:21:00Z,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,140379.0,843941.0,Hail,34.901778215228944,-104.51839812648157,38.515026314018847,-100.41404562197162,+proj=laea +lat_0=38 +lon_0=-98 +units=m +a=6370997.0 +ellps=sphere ,384,384,384000.0,384000.0,0.0,254.0,0.0
